ebird_species_code,species_num,scientific_name,japanese_name,ebird_sciname,ebird_common_name,order,family,ebird_common_name_freq,frequency_annual_mean,frequency_max,n_periods_detected,residence_status,xc_total,xc_japan,inat_total,inat_japan,inat_api_total,inat_api_japan,ml_total,ml_japan,recordings_total,recordings_japan,recordings_downloadable,priority_tier,priority_score,ml_available,ml_japan_available,recordings_with_ml
rhiauk,263,Cerorhinca monocerata,ウトウ,Cerorhinca monocerata,Rhinoceros Auklet,CHARADRIIFORMES,ALCIDAE,Rhinoceros Auklet,0.0038054458333333,0.0184316,47.0,summer,1.0,1.0,0.0,0.0,1.0,0.0,16.0,0.0,18.0,1.0,2.0,P1,0.0008804972571929096,16.0,0.0,18.0
whgpig1,94,Treron formosae,ズアカアオバト,Treron formosae,Whistling Green-Pigeon,COLUMBIFORMES,COLUMBIDAE,Whistling Green-Pigeon,0.0057294312499999,0.0212814,48.0,resident,8.0,0.0,1.0,1.0,3.0,3.0,77.0,27.0,89.0,31.0,12.0,P2,0.0008803952132430794,77.0,27.0,89.0
mutswa,14,Cygnus olor,コブハクチョウ,Cygnus olor,Mute Swan,ANSERIFORMES,ANATIDAE,Mute Swan,0.0097135854166666,0.0267208,48.0,resident,1476.0,0.0,34.0,0.0,714.0,6.0,0.0,0.0,2224.0,6.0,2224.0,P3,0.0008735051825157909,0.0,0.0,2224.0
whbwoo1,396,Dendrocopos leucotos,オオアカゲラ,Dendrocopos leucotos,White-backed Woodpecker,PICIFORMES,PICIDAE,White-backed Woodpecker,0.0086309770833333,0.0210004,48.0,resident,560.0,36.0,7.0,0.0,107.0,7.0,301.0,80.0,975.0,123.0,674.0,P3,0.0008689881661713766,301.0,80.0,975.0
grnsan,190,Tringa ochropus,クサシギ,Tringa ochropus,Green Sandpiper,CHARADRIIFORMES,SCOLOPACIDAE,Green Sandpiper,0.0101916874999999,0.0215947,44.0,resident,1743.0,1.0,59.0,0.0,453.0,1.0,1416.0,4.0,3671.0,6.0,2255.0,P3,0.0008605850303823144,1416.0,4.0,3671.0
troshe4,303,Puffinus bannermani,オガサワラミズナギドリ,Puffinus bannermani,Bannerman's Shearwater,PROCELLARIIFORMES,PROCELLARIIDAE,Bannerman's Shearwater,0.0008596125,0.0096759,25.0,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,0.0008596125,0.0,0.0,0.0
rubcra1,103,Zapornia fusca,ヒクイナ,Zapornia fusca,Ruddy-breasted Crake,GRUIFORMES,RALLIDAE,Ruddy-breasted Crake,0.0078152916666666,0.0146365,48.0,resident,64.0,0.0,2.0,2.0,18.0,6.0,468.0,24.0,552.0,32.0,84.0,P3,0.0008575282824853639,468.0,24.0,552.0
brnboo,311,Sula leucogaster,カツオドリ,Sula leucogaster,Brown Booby,SULIFORMES,SULIDAE,Brown Booby,0.0051107354166666,0.0245738,48.0,resident,30.0,0.0,0.0,0.0,1.0,0.0,37.0,3.0,68.0,3.0,31.0,P2,0.0008338227167088714,37.0,3.0,68.0
japacc1,579,Prunella rubida,カヤクグリ,Prunella rubida,Japanese Accentor,PASSERIFORMES,PRUNELLIDAE,Japanese Accentor,0.0042527458333333,0.0099517,48.0,resident,4.0,4.0,0.0,0.0,2.0,2.0,27.0,27.0,33.0,33.0,6.0,P1,0.0008291111680295354,27.0,27.0,33.0
batgod,149,Limosa lapponica,オオソリハシシギ,Limosa lapponica,Bar-tailed Godwit,CHARADRIIFORMES,SCOLOPACIDAE,Bar-tailed Godwit,0.0075065854166666,0.0287932,47.0,summer,353.0,0.0,3.0,0.0,10.0,1.0,201.0,3.0,567.0,4.0,366.0,P3,0.0008201870402860813,201.0,3.0,567.0
euroys1,123,Haematopus ostralegus,ミヤコドリ,Haematopus ostralegus,Eurasian Oystercatcher,CHARADRIIFORMES,HAEMATOPODIDAE,Eurasian Oystercatcher,0.0094309187499999,0.0179404,48.0,resident,1558.0,1.0,79.0,0.0,472.0,9.0,966.0,12.0,3075.0,22.0,2109.0,P3,0.0008139007056003616,966.0,12.0,3075.0
eurbul,602,Pyrrhula pyrrhula,ウソ,Pyrrhula pyrrhula,Eurasian Bullfinch,PASSERIFORMES,FRINGILLIDAE,Eurasian Bullfinch,0.0094175645833333,0.019858,48.0,resident,1788.0,5.0,244.0,0.0,1656.0,1.0,1100.0,23.0,4788.0,29.0,3688.0,P3,0.000770301896485476,1100.0,23.0,4788.0
bkfalb,275,Phoebastria nigripes,クロアシアホウドリ,Phoebastria nigripes,Black-footed Albatross,PROCELLARIIFORMES,DIOMEDEIDAE,Black-footed Albatross,0.0050854916666666,0.0293087,48.0,resident,23.0,0.0,0.0,0.0,4.0,0.0,69.0,6.0,96.0,6.0,27.0,P2,0.0007688155318242597,69.0,6.0,96.0
rudkin1,380,Halcyon coromanda,アカショウビン,Halcyon coromanda,Ruddy Kingfisher,CORACIIFORMES,ALCEDINIDAE,Ruddy Kingfisher,0.00661733125,0.0353564,27.0,summer,129.0,43.0,4.0,4.0,20.0,19.0,240.0,72.0,393.0,138.0,153.0,P3,0.000767163762468135,240.0,72.0,393.0
scathr2,514,Zoothera aurea,トラツグミ,Zoothera aurea,White's Thrush,PASSERIFORMES,TURDIDAE,White's Thrush,0.0060690479166666,0.0212039,48.0,resident,112.0,12.0,4.0,1.0,57.0,18.0,77.0,55.0,250.0,86.0,173.0,P3,0.0007607916451305739,77.0,55.0,250.0
strher,330,Butorides striata,ササゴイ,Butorides striata,Striated Heron,PELECANIFORMES,ARDEIDAE,Striated Heron,0.0070035583333333,0.0227008,48.0,summer,237.0,0.0,4.0,0.0,358.0,0.0,0.0,0.0,599.0,0.0,599.0,P3,0.0007586816734461275,0.0,0.0,599.0
goldcr1,502,Regulus regulus,キクイタダキ,Regulus regulus,Goldcrest,PASSERIFORMES,REGULIDAE,Goldcrest,0.0102763854166666,0.0185603,48.0,resident,2277.0,8.0,276.0,2.0,7651.0,5.0,2516.0,42.0,12720.0,57.0,10204.0,P3,0.00075367487158837,2516.0,42.0,12720.0
hoocra1,116,Grus monacha,ナベヅル,Grus monacha,Hooded Crane,GRUIFORMES,GRUIDAE,Hooded Crane,0.00456923125,0.0235026,29.0,winter,34.0,25.0,0.0,0.0,1.0,1.0,31.0,30.0,66.0,56.0,35.0,P2,0.0007505969841881613,31.0,30.0,66.0
whncra1,112,Antigone vipio,マナヅル,Antigone vipio,White-naped Crane,GRUIFORMES,GRUIDAE,White-naped Crane,0.0045034854166666,0.0238063,30.0,winter,36.0,13.0,0.0,0.0,1.0,1.0,30.0,22.0,67.0,36.0,37.0,P2,0.0007372460319233758,30.0,22.0,67.0
eurspo1,319,Platalea leucorodia,ヘラサギ,Platalea leucorodia,Eurasian Spoonbill,PELECANIFORMES,THRESKIORNITHIDAE,Eurasian Spoonbill,0.00522870625,0.0192049,48.0,winter,87.0,0.0,0.0,0.0,4.0,0.0,53.0,0.0,144.0,0.0,91.0,P3,0.0007272369731945856,53.0,0.0,144.0
norlap,127,Vanellus vanellus,タゲリ,Vanellus vanellus,Northern Lapwing,CHARADRIIFORMES,CHARADRIIDAE,Northern Lapwing,0.0086326458333333,0.0381413,33.0,winter,1469.0,0.0,117.0,0.0,1878.0,3.0,694.0,3.0,4158.0,6.0,3464.0,P3,0.0007180487211494423,694.0,3.0,4158.0
ryurob3,547,Larvivora namiyei,ホントウアカヒゲ,Larvivora namiyei,Okinawa Robin,PASSERIFORMES,MUSCICAPIDAE,Okinawa Robin,0.00449005,0.0140003,48.0,resident,34.0,34.0,0.0,0.0,1.0,1.0,44.0,42.0,79.0,77.0,35.0,P2,0.0007082265350058806,44.0,42.0,79.0
eursis,613,Spinus spinus,マヒワ,Spinus spinus,Eurasian Siskin,PASSERIFORMES,FRINGILLIDAE,Eurasian Siskin,0.00943134375,0.0229763,47.0,resident,1643.0,2.0,212.0,0.0,7976.0,1.0,1421.0,14.0,11252.0,17.0,9831.0,P3,0.0007007904932077308,1421.0,14.0,11252.0
bulpet,304,Bulweria bulwerii,アナドリ,Bulweria bulwerii,Bulwer's Petrel,PROCELLARIIFORMES,PROCELLARIIDAE,Bulwer's Petrel,0.0030020375,0.0231059,31.0,summer,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,9.0,P1,0.0006946060725885905,9.0,0.0,18.0
glwgul,223,Larus glaucescens,ワシカモメ,Larus glaucescens,Glaucous-winged Gull,CHARADRIIFORMES,LARIDAE,Glaucous-winged Gull,0.0062842895833333,0.0330155,47.0,winter,63.0,0.0,15.0,0.0,40.0,0.0,418.0,3.0,536.0,3.0,118.0,P3,0.0006927537515089452,418.0,3.0,536.0
yetbun1,626,Emberiza elegans,ミヤマホオジロ,Emberiza elegans,Yellow-throated Bunting,PASSERIFORMES,EMBERIZIDAE,Yellow-throated Bunting,0.0055613916666666,0.0153666,38.0,winter,114.0,0.0,1.0,1.0,16.0,14.0,139.0,69.0,270.0,84.0,131.0,P3,0.0006876559158084239,139.0,69.0,270.0
eurtre1,505,Certhia familiaris,キバシリ,Certhia familiaris,Eurasian Treecreeper,PASSERIFORMES,CERTHIIDAE,Eurasian Treecreeper,0.0080797979166666,0.014075,48.0,resident,1572.0,6.0,110.0,0.0,801.0,2.0,1251.0,30.0,3734.0,38.0,2483.0,P3,0.0006808467293879604,1251.0,30.0,3734.0
bbrwar1,485,Acrocephalus bistrigiceps,コヨシキリ,Acrocephalus bistrigiceps,Black-browed Reed Warbler,PASSERIFORMES,ACROCEPHALIDAE,Black-browed Reed Warbler,0.0065656583333333,0.0461422,29.0,summer,236.0,20.0,5.0,3.0,58.0,16.0,501.0,127.0,800.0,166.0,299.0,P3,0.0006805583442919208,501.0,127.0,800.0
tunswa,16,Cygnus columbianus,コハクチョウ,Cygnus columbianus,Tundra Swan,ANSERIFORMES,ANATIDAE,Tundra Swan,0.0076870208333333,0.0233683,43.0,winter,286.0,2.0,50.0,1.0,305.0,8.0,1900.0,37.0,2541.0,48.0,641.0,P3,0.0006795267216248328,1900.0,37.0,2541.0
latsni1,180,Gallinago hardwickii,オオジシギ,Gallinago hardwickii,Latham's Snipe,CHARADRIIFORMES,SCOLOPACIDAE,Latham's Snipe,0.00463344375,0.0313918,31.0,summer,34.0,23.0,0.0,0.0,7.0,4.0,84.0,40.0,125.0,67.0,41.0,P3,0.0006629922449885243,84.0,40.0,125.0
gwfgoo,12,Anser albifrons,マガン,Anser albifrons,Greater White-fronted Goose,ANSERIFORMES,ANATIDAE,Greater White-fronted Goose,0.0066756645833333,0.0202294,43.0,winter,726.0,1.0,54.0,1.0,366.0,4.0,0.0,0.0,1146.0,6.0,1146.0,P3,0.00065673641986966,0.0,0.0,1146.0
salwar1,479,Phylloscopus borealoides,エゾムシクイ,Phylloscopus borealoides,Sakhalin Leaf Warbler,PASSERIFORMES,PHYLLOSCOPIDAE,Sakhalin Leaf Warbler,0.0063455770833333,0.0539745,29.0,summer,172.0,16.0,4.0,2.0,63.0,13.0,703.0,86.0,942.0,117.0,239.0,P3,0.0006420931173612567,703.0,86.0,942.0
okirai1,99,Hypotaenidia okinawae,ヤンバルクイナ,Gallirallus okinawae,Okinawa Rail,GRUIFORMES,RALLIDAE,Okinawa Rail,0.0042071416666666,0.0131253,48.0,resident,37.0,37.0,1.0,1.0,2.0,2.0,64.0,61.0,104.0,101.0,40.0,P3,0.0006253257146958558,64.0,61.0,104.0
norboo1,367,Ninox japonica,アオバズク,Ninox japonica,Northern Boobook,STRIGIFORMES,STRIGIDAE,Northern Boobook,0.00513319375,0.0168741,48.0,resident,58.0,21.0,13.0,9.0,47.0,32.0,194.0,80.0,312.0,142.0,118.0,P3,0.0006188581618618218,194.0,80.0,312.0
arcwar3,481,Phylloscopus xanthodryas,メボソムシクイ,Phylloscopus xanthodryas,Japanese Leaf Warbler,PASSERIFORMES,PHYLLOSCOPIDAE,Japanese Leaf Warbler,0.0043320958333333,0.0134491,28.0,summer,25.0,22.0,0.0,0.0,4.0,4.0,100.0,72.0,129.0,98.0,29.0,P3,0.0006159299436968797,100.0,72.0,129.0
faecur,146,Numenius madagascariensis,ホウロクシギ,Numenius madagascariensis,Far Eastern Curlew,CHARADRIIFORMES,SCOLOPACIDAE,Far Eastern Curlew,0.0042730145833333,0.0121025,48.0,resident,28.0,0.0,1.0,0.0,8.0,2.0,87.0,1.0,124.0,3.0,37.0,P3,0.000612418396593423,87.0,1.0,124.0
crekin1,386,Megaceryle lugubris,ヤマセミ,Megaceryle lugubris,Crested Kingfisher,CORACIIFORMES,ALCEDINIDAE,Crested Kingfisher,0.0033813104166666,0.0093923,48.0,resident,17.0,0.0,0.0,0.0,2.0,0.0,27.0,3.0,46.0,3.0,19.0,P1,0.0006054311763471983,27.0,3.0,46.0
japrob2,545,Larvivora akahige,コマドリ,Larvivora akahige,Japanese Robin,PASSERIFORMES,MUSCICAPIDAE,Japanese Robin,0.0045305395833333,0.0239731,39.0,summer,50.0,38.0,1.0,1.0,10.0,6.0,125.0,57.0,186.0,102.0,61.0,P3,0.0005997069691393211,125.0,57.0,186.0
rook1,434,Corvus frugilegus,ミヤマガラス,Corvus frugilegus,Rook,PASSERIFORMES,CORVIDAE,Rook,0.0066891854166666,0.0257857,35.0,winter,1008.0,1.0,107.0,0.0,781.0,2.0,768.0,15.0,2664.0,18.0,1896.0,P3,0.0005877780679015314,768.0,15.0,2664.0
norhar1,356,Circus cyaneus,ハイイロチュウヒ,Circus cyaneus,Hen Harrier,ACCIPITRIFORMES,ACCIPITRIDAE,Hen Harrier,0.0041289770833333,0.0151759,31.0,winter,60.0,0.0,0.0,0.0,52.0,0.0,19.0,0.0,131.0,0.0,112.0,P3,0.0005852320046830255,19.0,0.0,131.0
sakwar1,491,Locustella amnicola,エゾセンニュウ,Helopsaltes amnicola,Sakhalin Grasshopper Warbler,PASSERIFORMES,LOCUSTELLIDAE,Sakhalin Grasshopper Warbler,0.0038421708333333,0.033472,23.0,summer,27.0,21.0,1.0,0.0,19.0,5.0,51.0,45.0,98.0,71.0,47.0,P2,0.0005783043346492992,51.0,45.0,98.0
japmur1,257,Synthliboramphus wumizusume,カンムリウミスズメ,Synthliboramphus wumizusume,Japanese Murrelet,CHARADRIIFORMES,ALCIDAE,Japanese Murrelet,0.0017562479166666,0.0053274,43.0,resident,2.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,6.0,2.0,P1,0.0005540345326364217,5.0,5.0,7.0
rengre,118,Podiceps grisegena,アカエリカイツブリ,Podiceps grisegena,Red-necked Grebe,PODICIPEDIFORMES,PODICIPEDIDAE,Red-necked Grebe,0.0049350458333333,0.0177885,47.0,winter,163.0,0.0,7.0,0.0,58.0,0.0,314.0,0.0,542.0,0.0,228.0,P3,0.0005430609092487127,314.0,0.0,542.0
shtshe,297,Ardenna tenuirostris,ハシボソミズナギドリ,Ardenna tenuirostris,Short-tailed Shearwater,PROCELLARIIFORMES,PROCELLARIIDAE,Short-tailed Shearwater,0.0033976291666666,0.019289,44.0,summer,10.0,0.0,0.0,0.0,4.0,0.0,66.0,0.0,80.0,0.0,14.0,P2,0.0005344241249145244,66.0,0.0,80.0
taibeg1,11,Anser fabalis,ヒシクイ,Anser fabalis,Taiga Bean-Goose,ANSERIFORMES,ANATIDAE,Taiga Bean-Goose,0.0036741979166666,0.0123695,40.0,winter,119.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,126.0,1.0,126.0,P3,0.0005248854166666571,0.0,0.0,126.0
comshe,18,Tadorna tadorna,ツクシガモ,Tadorna tadorna,Common Shelduck,ANSERIFORMES,ANATIDAE,Common Shelduck,0.0052701041666666,0.0287403,33.0,winter,499.0,0.0,1.0,0.0,362.0,0.0,214.0,0.0,1076.0,0.0,862.0,P3,0.0005231318406786275,214.0,0.0,1076.0
okiwoo1,395,Dendrocopos noguchii,ノグチゲラ,Dendrocopos noguchii,Okinawa Woodpecker,PICIFORMES,PICIDAE,Okinawa Woodpecker,0.00315291875,0.0113752,48.0,resident,33.0,33.0,0.0,0.0,1.0,1.0,33.0,31.0,67.0,65.0,34.0,P2,0.00051615063053426,33.0,31.0,67.0
marsan,195,Tringa stagnatilis,コアオアシシギ,Tringa stagnatilis,Marsh Sandpiper,CHARADRIIFORMES,SCOLOPACIDAE,Marsh Sandpiper,0.00405263125,0.0182724,44.0,resident,140.0,0.0,1.0,0.0,8.0,0.0,118.0,0.0,267.0,0.0,149.0,P3,0.0005020938050581871,118.0,0.0,267.0
sibrob,544,Larvivora cyane,コルリ,Larvivora cyane,Siberian Blue Robin,PASSERIFORMES,MUSCICAPIDAE,Siberian Blue Robin,0.0044116520833333,0.034067,30.0,summer,164.0,18.0,1.0,1.0,66.0,15.0,229.0,91.0,460.0,125.0,231.0,P3,0.0004983932624718364,229.0,91.0,460.0
sibrub,543,Calliope calliope,ノゴマ,Calliope calliope,Siberian Rubythroat,PASSERIFORMES,MUSCICAPIDAE,Siberian Rubythroat,0.005129575,0.0272996,47.0,summer,406.0,20.0,26.0,1.0,137.0,1.0,785.0,47.0,1354.0,69.0,569.0,P3,0.0004929846478467609,785.0,47.0,1354.0
nutman,37,Lonchura punctulata,シマキンパラ,Lonchura punctulata,Scaly-breasted Munia,PASSERIFORMES,ESTRILDIDAE,Scaly-breasted Munia,0.0051731124999999,0.0152236,48.0,resident,170.0,2.0,22.0,0.0,89.0,0.0,1177.0,2.0,1458.0,4.0,281.0,P3,0.000492126543535618,1177.0,2.0,1458.0
whtnee,67,Hirundapus caudacutus,ハリオアマツバメ,Hirundapus caudacutus,White-throated Needletail,APODIFORMES,APODIDAE,White-throated Needletail,0.0023394395833333,0.008868,31.0,summer,8.0,2.0,0.0,0.0,2.0,0.0,15.0,0.0,25.0,2.0,10.0,P1,0.0004920073466025974,15.0,0.0,25.0
copphe1,63,Syrmaticus soemmerringii,ヤマドリ,Syrmaticus soemmerringii,Copper Pheasant,GALLIFORMES,PHASIANIDAE,Copper Pheasant,0.0020765979166666,0.0046277,48.0,resident,4.0,4.0,0.0,0.0,6.0,6.0,8.0,8.0,18.0,18.0,10.0,P1,0.0004804795154095964,8.0,8.0,18.0
japwax1,439,Bombycilla japonica,ヒレンジャク,Bombycilla japonica,Japanese Waxwing,PASSERIFORMES,BOMBYCILLIDAE,Japanese Waxwing,0.0031095375,0.0131142,33.0,winter,14.0,1.0,0.0,0.0,1.0,0.0,78.0,13.0,93.0,14.0,15.0,P2,0.000473303780992832,78.0,13.0,93.0
lidjay1,428,Garrulus lidthi,ルリカケス,Garrulus lidthi,Lidth's Jay,PASSERIFORMES,CORVIDAE,Lidth's Jay,0.0029030083333333,0.0131742,48.0,resident,38.0,38.0,0.0,0.0,0.0,0.0,36.0,33.0,74.0,71.0,38.0,P2,0.00046463540543435154,36.0,33.0,74.0
comred1,194,Tringa totanus,アカアシシギ,Tringa totanus,Common Redshank,CHARADRIIFORMES,SCOLOPACIDAE,Common Redshank,0.0054450083333333,0.0249169,48.0,resident,1857.0,5.0,33.0,0.0,259.0,0.0,1229.0,5.0,3378.0,10.0,2149.0,P3,0.00046447988835913854,1229.0,5.0,3378.0
eaywag,582,Motacilla tschutschensis,ツメナガセキレイ,Motacilla tschutschensis,Eastern Yellow Wagtail,PASSERIFORMES,MOTACILLIDAE,Eastern Yellow Wagtail,0.0048868520833333,0.0284765,47.0,resident,361.0,4.0,0.0,0.0,17.0,0.0,1095.0,3.0,1473.0,7.0,378.0,P3,0.0004642428572230765,1095.0,3.0,1473.0
eyethr,525,Turdus obscurus,マミチャジナイ,Turdus obscurus,Eyebrowed Thrush,PASSERIFORMES,TURDIDAE,Eyebrowed Thrush,0.0038327520833333,0.0209733,38.0,passage,194.0,1.0,2.0,0.0,4.0,0.0,151.0,9.0,351.0,10.0,200.0,P3,0.00045285532531076395,151.0,9.0,351.0
ryusco1,370,Otus elegans,リュウキュウコノハズク,Otus elegans,Ryukyu Scops-Owl,STRIGIFORMES,STRIGIDAE,Ryukyu Scops-Owl,0.0038120208333333,0.0121608,48.0,resident,94.0,61.0,2.0,0.0,20.0,11.0,242.0,92.0,358.0,164.0,116.0,P3,0.0004489032947332687,242.0,92.0,358.0
eurcur,148,Numenius arquata,ダイシャクシギ,Numenius arquata,Eurasian Curlew,CHARADRIIFORMES,SCOLOPACIDAE,Eurasian Curlew,0.0052407687499999,0.0122549,48.0,resident,2191.0,1.0,90.0,0.0,445.0,1.0,1012.0,4.0,3738.0,6.0,2726.0,P3,0.0004415575956093018,1012.0,4.0,3738.0
blfowl1,376,Ketupa blakistoni,シマフクロウ,Ketupa blakistoni,Blakiston's Fish-Owl,STRIGIFORMES,STRIGIDAE,Blakiston's Fish-Owl,0.0022499208333333,0.0086808,48.0,resident,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,0.0,P1,0.0004386423650051127,33.0,0.0,33.0
asrfin1,603,Leucosticte arctoa,ハギマシコ,Leucosticte arctoa,Asian Rosy-Finch,PASSERIFORMES,FRINGILLIDAE,Asian Rosy-Finch,0.0022360583333333,0.0106753,37.0,winter,12.0,3.0,0.0,0.0,2.0,2.0,21.0,2.0,35.0,7.0,14.0,P1,0.0004292308955266625,21.0,2.0,35.0
grsplo,137,Charadrius leschenaultii,オオメダイチドリ,Anarhynchus leschenaultii,Greater Sand-Plover,CHARADRIIFORMES,CHARADRIIDAE,Greater Sand-Plover,0.00323905625,0.0169163,48.0,summer,87.0,0.0,0.0,0.0,1.0,0.0,105.0,0.0,193.0,0.0,88.0,P3,0.00042578093975302714,105.0,0.0,193.0
ancmur,256,Synthliboramphus antiquus,ウミスズメ,Synthliboramphus antiquus,Ancient Murrelet,CHARADRIIFORMES,ALCIDAE,Ancient Murrelet,0.0025168166666666,0.00925,46.0,resident,5.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,61.0,0.0,5.0,P2,0.0004210638783657486,56.0,0.0,61.0
izuthr1,528,Turdus celaenops,アカコッコ,Turdus celaenops,Izu Thrush,PASSERIFORMES,TURDIDAE,Izu Thrush,0.0024678479166666,0.0102085,46.0,summer,21.0,21.0,0.0,0.0,0.0,0.0,37.0,32.0,58.0,53.0,21.0,P2,0.00041779137038720895,37.0,32.0,58.0
wetshe,294,Ardenna pacifica,オナガミズナギドリ,Ardenna pacifica,Wedge-tailed Shearwater,PROCELLARIIFORMES,PROCELLARIIDAE,Wedge-tailed Shearwater,0.0031398708333333,0.0234987,37.0,summer,38.0,2.0,1.0,0.0,38.0,0.0,111.0,0.0,188.0,2.0,77.0,P3,0.00041478609312940376,111.0,0.0,188.0
temsti,160,Calidris temminckii,オジロトウネン,Calidris temminckii,Temminck's Stint,CHARADRIIFORMES,SCOLOPACIDAE,Temminck's Stint,0.0035136229166666,0.0095147,42.0,resident,211.0,2.0,1.0,0.0,3.0,0.0,143.0,0.0,358.0,2.0,215.0,P3,0.00041376397787489384,143.0,0.0,358.0
orihob2,344,Pernis ptilorhynchus,ハチクマ,Pernis ptilorhynchus,Oriental Honey-buzzard,ACCIPITRIFORMES,ACCIPITRIDAE,Oriental Honey-buzzard,0.00356234375,0.0405229,30.0,summer,109.0,13.0,0.0,0.0,12.0,1.0,268.0,5.0,389.0,19.0,121.0,P3,0.0004136956789526302,268.0,5.0,389.0
whbwat1,109,Amaurornis phoenicurus,シロハラクイナ,Amaurornis phoenicurus,White-breasted Waterhen,GRUIFORMES,RALLIDAE,White-breasted Waterhen,0.00465036875,0.0126538,48.0,resident,386.0,12.0,43.0,0.0,318.0,1.0,1964.0,23.0,2711.0,36.0,747.0,P3,0.0004077241750241875,1964.0,23.0,2711.0
shtsan,157,Calidris acuminata,ウズラシギ,Calidris acuminata,Sharp-tailed Sandpiper,CHARADRIIFORMES,SCOLOPACIDAE,Sharp-tailed Sandpiper,0.0025826458333333,0.0104662,34.0,summer,14.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,89.0,0.0,14.0,P2,0.0003968542303686532,75.0,0.0,89.0
ruff,155,Calidris pugnax,エリマキシギ,Calidris pugnax,Ruff,CHARADRIIFORMES,SCOLOPACIDAE,Ruff,0.0023121249999999,0.0166508,40.0,passage,51.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,59.0,0.0,52.0,P2,0.0003898545608074459,7.0,0.0,59.0
lotduc,53,Clangula hyemalis,コオリガモ,Clangula hyemalis,Long-tailed Duck,ANSERIFORMES,ANATIDAE,Long-tailed Duck,0.00390075,0.0224847,29.0,winter,202.0,1.0,15.0,0.0,76.0,0.0,800.0,2.0,1093.0,3.0,293.0,P3,0.0003863385210254155,800.0,2.0,1093.0
gargan,24,Spatula querquedula,シマアジ,Spatula querquedula,Garganey,ANSERIFORMES,ANATIDAE,Garganey,0.0032881354166666,0.0109477,45.0,resident,262.0,0.0,2.0,0.0,21.0,0.0,92.0,1.0,377.0,1.0,285.0,P3,0.00038385648771469086,92.0,1.0,377.0
uraowl1,377,Strix uralensis,フクロウ,Strix uralensis,Ural Owl,STRIGIFORMES,STRIGIDAE,Ural Owl,0.0036502458333333,0.009677,48.0,resident,430.0,22.0,36.0,1.0,193.0,13.0,136.0,0.0,795.0,36.0,659.0,P3,0.0003787176535598334,136.0,0.0,795.0
amawoo1,177,Scolopax mira,アマミヤマシギ,Scolopax mira,Amami Woodcock,CHARADRIIFORMES,SCOLOPACIDAE,Amami Woodcock,0.0011264958333333,0.004504,45.0,resident,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,6.0,3.0,P1,0.0003754986111111,3.0,3.0,6.0
banswa,458,Riparia riparia,ショウドウツバメ,Riparia riparia,Bank Swallow,PASSERIFORMES,HIRUNDINIDAE,Bank Swallow,0.0039276875,0.0134955,41.0,summer,455.0,3.0,30.0,0.0,150.0,0.0,863.0,0.0,1498.0,3.0,635.0,P3,0.00037226630302997373,863.0,0.0,1498.0
bonpet,291,Pterodroma hypoleuca,シロハラミズナギドリ,Pterodroma hypoleuca,Bonin Petrel,PROCELLARIIFORMES,PROCELLARIIDAE,Bonin Petrel,0.0021201729166666,0.0184303,35.0,summer,36.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,50.0,0.0,36.0,P2,0.00037193146871097627,14.0,0.0,50.0
migwar,494,Locustella ochotensis,シマセンニュウ,Helopsaltes ochotensis,Middendorff's Grasshopper Warbler,PASSERIFORMES,LOCUSTELLIDAE,Middendorff's Grasshopper Warbler,0.0024580854166666,0.0152266,25.0,summer,40.0,12.0,0.0,0.0,6.0,4.0,86.0,32.0,132.0,48.0,46.0,P3,0.00034787070335682457,86.0,32.0,132.0
layalb,274,Phoebastria immutabilis,コアホウドリ,Phoebastria immutabilis,Laysan Albatross,PROCELLARIIFORMES,DIOMEDEIDAE,Laysan Albatross,0.0027602520833333,0.0099668,48.0,resident,156.0,0.0,0.0,0.0,3.0,0.0,106.0,1.0,265.0,1.0,159.0,P3,0.00034243347059928416,106.0,1.0,265.0
cremyn,30,Acridotheres cristatellus,ハッカチョウ,Acridotheres cristatellus,Crested Myna,PASSERIFORMES,STURNIDAE,Crested Myna,0.0028498145833333,0.0052138,48.0,resident,81.0,0.0,4.0,0.0,42.0,2.0,219.0,2.0,346.0,4.0,127.0,P3,0.0003375380380947133,219.0,2.0,346.0
whiter2,243,Chlidonias hybrida,クロハラアジサシ,Chlidonias hybrida,Whiskered Tern,CHARADRIIFORMES,LARIDAE,Whiskered Tern,0.0032714895833333,0.0158994,46.0,summer,389.0,0.0,5.0,0.0,30.0,0.0,433.0,1.0,857.0,1.0,424.0,P3,0.0003356573925344796,433.0,1.0,857.0
